OrderID,OrderDate,Customer,Region,Product,Quantity,Revenue,Cost,Profit
1971,2024-11-08,Melinda Edwards,West,Laptop,5,6000,4250,1750
1972,2023-05-04,Laurie Clark,South,Monitor,2,600,360,240
1973,2023-06-04,Timothy Jordan,West,Tablet,4,2400,1400,1000
1974,2024-03-30,Jeffrey Giles,South,Headphones,5,750,300,450
1975,2024-12-11,John Lawson,Northeast,Webcam,5,400,125,275
1976,2024-08-12,Christopher Santana,Midwest,Headphones,5,750,300,450
1977,2023-09-12,Madeline Clark,Northeast,Monitor,2,600,360,240
1978,2023-01-04,Steven Kelly,Northeast,Laptop,5,6000,4250,1750
1979,2023-12-11,Mrs. Dominique Graham,South,Webcam,5,400,125,275
1980,2024-07-13,Hunter Lewis,Midwest,Monitor,3,900,540,360
1981,2024-07-25,Adam Lynch,South,Tablet,5,3000,1750,1250
1982,2023-06-25,Nathan Griffin,Midwest,Laptop,3,3600,2550,1050
1983,2023-08-17,Elizabeth Daniels,South,Laptop,3,3600,2550,1050
1984,2024-10-03,Christy Cervantes,Midwest,Mouse,4,160,40,120
1985,2023-12-28,Justin Hall,West,Keyboard,5,375,100,275
1986,2024-09-19,Derrick Browning,Midwest,Mouse,3,120,30,90
1987,2024-09-07,Kelly Robertson,Northeast,Mouse,2,80,20,60
1988,2024-10-07,Mary Fuller,West,Webcam,5,400,125,275
1989,2023-03-06,Robert Allen,West,Tablet,5,3000,1750,1250
1990,2024-11-23,Aaron Gray,South,Mouse,3,120,30,90
1991,2023-08-18,Pamela Castillo,West,Printer,2,500,240,260
1992,2023-10-25,Tyler Hobbs,Northeast,Headphones,4,600,240,360
1993,2023-10-06,Aaron Moore,Northeast,Tablet,2,1200,700,500
1994,2024-10-08,Scott Gonzalez,South,Laptop,3,3600,2550,1050
1995,2023-09-22,Lucas Johnson,West,Printer,1,250,120,130
1996,2024-10-23,Emma Valentine,West,Laptop,2,2400,1700,700
1997,2023-12-13,Stephanie Stevenson,Midwest,Mouse,3,120,30,90
1998,2024-09-30,Jenna Weaver,Midwest,Tablet,5,3000,1750,1250
1999,2024-09-06,Jeffrey Webb,Northeast,Tablet,2,1200,700,500
2000,2024-09-05,Tiffany Brooks,West,Mouse,4,160,40,120
2001,2024-04-08,Kenneth Gonzales,Northeast,Tablet,1,600,350,250
2002,2024-06-18,Jennifer Martinez,Midwest,Mouse,4,160,40,120
2003,2024-08-15,Adam Velazquez,Midwest,Headphones,4,600,240,360
2004,2023-02-22,Jeffrey Wiley,West,Tablet,2,1200,700,500
2005,2024-08-09,Lori Richardson,South,Tablet,2,1200,700,500
2006,2023-10-06,Samuel Wilson,Midwest,Mouse,4,160,40,120
2007,2024-05-17,Sherri Curtis,Northeast,Laptop,2,2400,1700,700
2008,2024-06-05,Julie Bender,Midwest,Monitor,1,300,180,120
2009,2023-04-12,Jeanne Young,West,Webcam,1,80,25,55
2010,2023-05-22,Michael Cook,Northeast,Headphones,1,150,60,90
2011,2024-08-18,Tonya Thompson,West,Webcam,3,240,75,165
2012,2024-12-27,Marie Baxter,Midwest,Printer,3,750,360,390
2013,2024-02-28,Zachary Gonzalez,South,Mouse,3,120,30,90
2014,2023-12-03,John Newman,Midwest,Keyboard,3,225,60,165
2015,2024-04-21,Juan Fox,Northeast,Keyboard,5,375,100,275
2016,2023-09-09,Chelsea Marshall,Northeast,Keyboard,5,375,100,275
2017,2024-12-16,Kimberly Fleming,Northeast,Webcam,3,240,75,165
2018,2024-11-10,Lori Johnson,Northeast,Mouse,1,40,10,30
2019,2024-06-09,Jonathan Lee,Midwest,Keyboard,4,300,80,220
2020,2024-07-15,Dwayne Hoffman,West,Monitor,5,1500,900,600
2021,2023-01-18,Pam Charles,Northeast,Keyboard,5,375,100,275
2022,2023-12-04,Brandon Baker,Northeast,Webcam,5,400,125,275
2023,2023-12-09,Rebecca Nash,West,Keyboard,1,75,20,55
2024,2023-03-29,Suzanne Hernandez,West,Tablet,3,1800,1050,750
2025,2023-12-25,Jeffery Coleman,South,Webcam,4,320,100,220
2026,2024-01-31,Henry Glass,Midwest,Tablet,5,3000,1750,1250
2027,2023-06-21,Emily Huff,West,Monitor,2,600,360,240
2028,2024-06-14,Virginia Dawson MD,Midwest,Headphones,2,300,120,180
2029,2024-09-09,Russell Manning,South,Webcam,2,160,50,110
2030,2024-04-18,Tracey Stone,South,Monitor,3,900,540,360
2031,2024-09-18,Donna Miller,Midwest,Monitor,2,600,360,240
2032,2024-06-06,Cynthia Stanton,Northeast,Monitor,2,600,360,240
2033,2023-07-23,Debra Copeland,Midwest,Laptop,1,1200,850,350
2034,2023-03-08,Cheryl Jensen,South,Printer,3,750,360,390
2035,2024-03-22,Barbara Padilla,Northeast,Mouse,1,40,10,30
2036,2024-07-27,Meredith Galvan,West,Tablet,1,600,350,250
2037,2024-10-30,Sarah Stephens,Midwest,Printer,5,1250,600,650
2038,2024-02-21,Maria Esparza,South,Tablet,1,600,350,250
2039,2024-05-23,Frank Hernandez,Northeast,Monitor,1,300,180,120
2040,2024-01-18,Tyler Hendricks,Midwest,Tablet,4,2400,1400,1000
2041,2023-01-22,Tanya Rivera,West,Mouse,4,160,40,120
2042,2023-08-22,Pamela Campos,West,Webcam,5,400,125,275
2043,2023-06-13,Joy Duke,West,Monitor,3,900,540,360
2044,2023-09-19,Matthew Richardson,West,Monitor,2,600,360,240
2045,2023-04-06,Katelyn Fletcher,Midwest,Laptop,5,6000,4250,1750
2046,2024-09-25,Marcus Cardenas,West,Tablet,1,600,350,250
2047,2024-02-23,Mr. Perry Aguilar,West,Mouse,5,200,50,150
2048,2023-09-08,Angela Phelps,Northeast,Mouse,3,120,30,90
2049,2023-04-04,Jose Cole Jr.,West,Keyboard,2,150,40,110
2050,2024-05-06,Jason Farrell,Midwest,Printer,4,1000,480,520
2051,2024-11-07,Anna Hickman,South,Tablet,3,1800,1050,750
2052,2024-03-17,Megan Galvan,West,Headphones,1,150,60,90
2053,2023-09-26,Bradley Luna,Northeast,Keyboard,2,150,40,110
2054,2024-05-06,Daniel Johnson,Northeast,Mouse,2,80,20,60
2055,2024-04-13,Corey Lee,South,Monitor,1,300,180,120
2056,2023-04-17,Leslie Stewart,West,Printer,3,750,360,390
2057,2024-12-06,Anthony Costa,West,Mouse,2,80,20,60
2058,2023-03-11,Ashley Flores,Northeast,Mouse,4,160,40,120
2059,2024-10-10,Michael Schmitt,West,Headphones,4,600,240,360
2060,2023-05-08,Michael Schultz,Northeast,Monitor,1,300,180,120
2061,2024-06-14,Mary Wilson,Northeast,Monitor,5,1500,900,600
2062,2024-04-05,Brian Clayton,Midwest,Headphones,4,600,240,360
2063,2023-10-15,Emily Jackson DDS,Northeast,Tablet,3,1800,1050,750
2064,2023-09-19,Melissa Hoover,Midwest,Headphones,4,600,240,360
2065,2023-10-11,Teresa Mccall,South,Laptop,2,2400,1700,700
2066,2024-11-17,Cassandra Williams,Northeast,Headphones,1,150,60,90
2067,2024-08-31,David Roberts,Northeast,Keyboard,3,225,60,165
2068,2024-04-20,Tamara Schultz,Midwest,Printer,2,500,240,260
2069,2024-01-10,Jason Jenkins,Northeast,Keyboard,2,150,40,110
2070,2024-06-05,Cynthia Miller,Northeast,Monitor,1,300,180,120
2071,2024-09-03,John Smith,South,Monitor,3,900,540,360
2072,2024-06-16,Mark Gallagher,West,Webcam,4,320,100,220
2073,2023-01-11,Angel Peters,Midwest,Monitor,2,600,360,240
2074,2023-12-03,Marissa Scott,Northeast,Keyboard,3,225,60,165
2075,2024-01-29,Bradley Maxwell,Midwest,Laptop,2,2400,1700,700
2076,2024-03-31,Elizabeth Wilson,South,Keyboard,5,375,100,275
2077,2023-01-07,Shannon Good,West,Keyboard,2,150,40,110
2078,2023-11-13,Justin Myers,Midwest,Printer,5,1250,600,650
2079,2024-06-10,Julie Mitchell,South,Keyboard,2,150,40,110
2080,2024-10-01,Jason Rivera,South,Monitor,2,600,360,240
2081,2024-01-10,Amy Wilkerson,Northeast,Webcam,3,240,75,165
2082,2023-01-04,David Sweeney,West,Printer,4,1000,480,520
2083,2023-06-27,Jesse Valdez,West,Monitor,4,1200,720,480
2084,2024-11-26,Samantha Collins,South,Printer,1,250,120,130
2085,2023-07-28,Holly Garcia,Midwest,Laptop,3,3600,2550,1050
2086,2024-02-26,Joseph Mitchell,West,Headphones,3,450,180,270
2087,2024-04-10,Sean Brady,Midwest,Monitor,2,600,360,240
2088,2023-03-26,Logan Cardenas,Northeast,Webcam,4,320,100,220
2089,2023-01-15,Diane Phelps,Northeast,Printer,5,1250,600,650
2090,2024-03-11,Julia Myers,West,Keyboard,1,75,20,55
2091,2023-01-02,Troy Berry,West,Webcam,1,80,25,55
2092,2023-10-17,Maria Jackson,Midwest,Printer,2,500,240,260
2093,2023-01-04,William Mcpherson,South,Laptop,3,3600,2550,1050
2094,2023-10-09,Rachel Baker,Northeast,Tablet,1,600,350,250
2095,2024-10-19,Sarah Cooke,Northeast,Tablet,3,1800,1050,750
2096,2024-03-12,David Espinoza,South,Mouse,1,40,10,30
2097,2024-07-24,Laura Lee,South,Webcam,2,160,50,110
2098,2023-07-12,Kenneth Mendoza,Northeast,Headphones,5,750,300,450
2099,2024-05-07,Crystal Yates,West,Laptop,4,4800,3400,1400
2100,2024-02-03,Sean Mann,Northeast,Keyboard,2,150,40,110
2101,2023-10-29,Christopher Carroll,West,Monitor,2,600,360,240
2102,2023-10-28,Cameron Proctor,West,Keyboard,1,75,20,55
2103,2024-06-17,Grant Martin,West,Printer,2,500,240,260
2104,2024-05-26,Tina Saunders,Northeast,Webcam,5,400,125,275
2105,2023-08-04,Erika Evans,Midwest,Monitor,1,300,180,120
2106,2024-11-09,George Taylor,South,Mouse,2,80,20,60
2107,2023-06-26,Brandon Maldonado,Northeast,Webcam,2,160,50,110
2108,2023-06-14,John Harris PhD,Midwest,Keyboard,2,150,40,110
2109,2024-05-02,Jessica Henson,Northeast,Laptop,4,4800,3400,1400
2110,2023-10-14,Michael Lloyd,Midwest,Keyboard,3,225,60,165
2111,2024-05-30,Andrew Scott,Midwest,Monitor,5,1500,900,600
2112,2023-11-09,Christina Santos,Midwest,Printer,1,250,120,130
2113,2023-01-11,Andrew Moore,Midwest,Webcam,2,160,50,110
2114,2023-01-16,Robert Castillo,Midwest,Printer,4,1000,480,520
2115,2024-10-16,George Curry,South,Monitor,4,1200,720,480
2116,2024-06-25,Jamie Fox,West,Mouse,2,80,20,60
2117,2024-06-03,Kenneth Brown,West,Laptop,3,3600,2550,1050
2118,2024-04-29,Emma Johnson,Northeast,Printer,5,1250,600,650
2119,2023-09-02,Daniel Johnson,South,Laptop,1,1200,850,350
2120,2023-04-19,Michelle Martin,Midwest,Headphones,4,600,240,360
2121,2024-06-03,Robert Mccoy,West,Laptop,3,3600,2550,1050
2122,2024-02-07,Christopher Stout,West,Tablet,2,1200,700,500
2123,2024-09-18,Ashley Pierce,South,Printer,1,250,120,130
2124,2023-05-04,Dean Howe,West,Mouse,4,160,40,120
2125,2023-11-27,Erica Allen,South,Keyboard,3,225,60,165
2126,2024-01-29,Troy Ellis,Northeast,Webcam,2,160,50,110
2127,2024-04-09,Jessica Rodriguez,Northeast,Printer,3,750,360,390
2128,2023-06-18,Jared Lopez,West,Headphones,3,450,180,270
2129,2024-02-20,Willie Daniels,South,Webcam,1,80,25,55
2130,2023-07-20,Michael White,South,Headphones,2,300,120,180
2131,2024-06-15,Melissa Wright,Midwest,Tablet,3,1800,1050,750
2132,2024-12-05,Lisa Smith MD,Northeast,Keyboard,2,150,40,110
2133,2024-08-31,James Brennan,Midwest,Tablet,1,600,350,250
2134,2024-11-07,David Kelly,South,Mouse,4,160,40,120
2135,2023-02-08,Christopher Sullivan,Midwest,Tablet,5,3000,1750,1250
2136,2023-04-29,Amy Marquez,Midwest,Headphones,4,600,240,360
2137,2024-01-04,Crystal Griffin,Midwest,Printer,3,750,360,390
2138,2023-06-29,Vincent Bennett,South,Monitor,2,600,360,240
2139,2023-09-02,Nicholas Miller,West,Tablet,1,600,350,250
2140,2024-03-02,Amy Reyes,Northeast,Keyboard,3,225,60,165
2141,2023-05-29,Shawn Lopez,Midwest,Headphones,2,300,120,180
2142,2024-02-15,Taylor Williams,South,Mouse,5,200,50,150
2143,2023-03-11,Jason Frazier,Midwest,Webcam,1,80,25,55
2144,2023-06-18,Melissa Perez,Northeast,Keyboard,2,150,40,110
2145,2024-12-23,Kent Black,Midwest,Printer,1,250,120,130
2146,2024-01-30,Daniel Lee,Northeast,Mouse,1,40,10,30
2147,2024-04-16,Adrian Ward,South,Webcam,4,320,100,220
2148,2024-03-04,Donna Simpson,West,Keyboard,2,150,40,110
2149,2024-08-12,Phyllis Richardson,West,Tablet,1,600,350,250
2150,2024-12-08,Maurice Walton,Midwest,Webcam,5,400,125,275
2151,2024-12-11,Sierra Howard,South,Printer,2,500,240,260
2152,2024-03-04,Catherine Richardson,Northeast,Headphones,5,750,300,450
2153,2023-02-12,Kevin Perez,Midwest,Monitor,1,300,180,120
2154,2023-05-01,Madeline Mcknight,Midwest,Tablet,3,1800,1050,750
2155,2024-02-28,Christian Lester,West,Keyboard,3,225,60,165
2156,2024-11-06,Mr. Luke Conrad MD,Northeast,Mouse,3,120,30,90
2157,2024-11-12,Donna Smith,Midwest,Tablet,5,3000,1750,1250
2158,2024-07-21,Joshua Clements,Midwest,Laptop,4,4800,3400,1400
2159,2023-07-08,Crystal Russo,Midwest,Mouse,4,160,40,120
2160,2023-06-29,Timothy Mendoza,South,Laptop,3,3600,2550,1050
2161,2024-05-15,Karen Barrett,West,Monitor,4,1200,720,480
2162,2024-05-31,James Bates,South,Printer,5,1250,600,650
2163,2024-02-13,Jennifer Buckley,West,Keyboard,1,75,20,55
2164,2023-10-11,Lori Figueroa,South,Keyboard,2,150,40,110
2165,2023-02-06,Carrie Hammond,West,Headphones,4,600,240,360
2166,2023-11-10,Barbara Wilson,South,Keyboard,5,375,100,275
2167,2024-08-11,Ethan Jefferson,South,Laptop,4,4800,3400,1400
2168,2024-09-23,Shelly Brooks,Midwest,Webcam,3,240,75,165
2169,2024-12-14,Robin Anderson,Northeast,Laptop,2,2400,1700,700
2170,2024-11-05,Melissa Conner,Midwest,Printer,3,750,360,390
2171,2024-02-14,Holly Ray,West,Mouse,2,80,20,60
2172,2024-12-22,Jim Byrd,South,Keyboard,3,225,60,165
2173,2023-05-16,Jeffrey Bird,West,Monitor,2,600,360,240
2174,2023-02-28,Regina Johnson,South,Headphones,1,150,60,90
2175,2024-07-26,Jose Pena,South,Keyboard,2,150,40,110
2176,2023-07-18,Jessica Mendoza,South,Mouse,2,80,20,60
2177,2024-01-30,Traci Ross,South,Headphones,4,600,240,360
2178,2023-09-01,Roger Sanders,West,Keyboard,1,75,20,55
2179,2024-05-16,Lisa Wilson,West,Monitor,1,300,180,120
2180,2023-11-07,Todd Taylor,Midwest,Tablet,4,2400,1400,1000
2181,2024-11-16,Maria Martinez,Midwest,Headphones,1,150,60,90
2182,2024-05-07,Manuel Davis,West,Tablet,1,600,350,250
2183,2024-05-13,Emily Clark,South,Mouse,4,160,40,120
2184,2024-11-21,Thomas Smith,West,Mouse,2,80,20,60
2185,2024-09-23,Mrs. Jasmine Howard,West,Laptop,3,3600,2550,1050
2186,2024-01-21,Danielle Allen,South,Mouse,4,160,40,120
2187,2024-11-20,Jacob Cooper,West,Printer,1,250,120,130
2188,2023-02-22,Chelsea Torres,West,Monitor,2,600,360,240
2189,2024-10-17,Natalie Smith,West,Webcam,4,320,100,220
2190,2023-06-07,Steven Castaneda,West,Monitor,5,1500,900,600
2191,2023-03-01,Phillip Cunningham,South,Webcam,2,160,50,110
2192,2023-10-13,Heather Heath,South,Mouse,4,160,40,120
2193,2024-10-26,Nicholas Webb,West,Keyboard,1,75,20,55
2194,2024-03-03,Gregory Morgan,West,Laptop,5,6000,4250,1750
2195,2023-07-03,Amanda Stark,Northeast,Headphones,4,600,240,360
2196,2023-05-22,Kyle Williams,South,Webcam,5,400,125,275
2197,2024-11-15,Cesar Cooper,Midwest,Keyboard,1,75,20,55
2198,2023-06-29,Ms. Jacqueline Marks,South,Monitor,5,1500,900,600
2199,2024-06-04,Bailey Miller,Northeast,Mouse,3,120,30,90
2200,2023-10-11,Edgar Spencer,Northeast,Printer,5,1250,600,650
2201,2023-09-27,Brandon Tucker,Midwest,Keyboard,5,375,100,275
2202,2024-06-27,Amy Sanchez,Midwest,Webcam,3,240,75,165
2203,2024-05-10,Rachel Johnson,Midwest,Headphones,5,750,300,450
2204,2023-07-08,Andrea Roberts,Northeast,Webcam,2,160,50,110
2205,2024-02-20,Jeff Robertson,West,Headphones,5,750,300,450
2206,2024-07-29,Christina Cardenas,South,Tablet,2,1200,700,500
2207,2024-11-28,Carrie Johnson,Midwest,Mouse,4,160,40,120
2208,2024-02-09,Tiffany Foster,South,Monitor,4,1200,720,480
2209,2023-02-02,Nicholas Jones,West,Mouse,1,40,10,30
2210,2023-12-11,Sarah Dunlap,Midwest,Tablet,1,600,350,250
2211,2024-11-15,Mark Carter,West,Printer,4,1000,480,520
2212,2023-08-30,Katherine Jackson,Midwest,Mouse,3,120,30,90
2213,2023-05-06,Alexander Mcknight,South,Webcam,3,240,75,165
2214,2024-11-08,Nathan Hale,West,Tablet,4,2400,1400,1000
2215,2024-02-09,Charles Rodriguez,West,Mouse,2,80,20,60
2216,2023-04-20,Karen Jones,Northeast,Mouse,2,80,20,60
2217,2024-02-11,Jonathan Morrison,West,Tablet,1,600,350,250
2218,2024-12-12,Diana Robertson,Northeast,Tablet,2,1200,700,500
2219,2023-11-09,Brittney Ross,South,Mouse,5,200,50,150
2220,2023-06-29,Guy Robinson,Midwest,Printer,2,500,240,260
2221,2024-06-29,Valerie Willis,West,Mouse,3,120,30,90
2222,2024-09-04,Eric Taylor,Midwest,Keyboard,5,375,100,275
2223,2024-05-23,Kimberly Gonzalez,Northeast,Printer,3,750,360,390
2224,2024-09-10,Joseph Mueller,West,Tablet,3,1800,1050,750
2225,2024-01-04,Lori Hendricks,West,Monitor,3,900,540,360
2226,2024-01-08,Mrs. Mary Colon,West,Tablet,5,3000,1750,1250
2227,2024-07-01,Anthony Harris,Midwest,Printer,3,750,360,390
2228,2024-10-03,Brandon Gomez,Midwest,Mouse,2,80,20,60
2229,2024-12-09,Brooke Knight,Midwest,Tablet,4,2400,1400,1000
2230,2024-08-21,Carla Wise,South,Webcam,4,320,100,220
2231,2023-12-12,Patricia Walker,South,Tablet,3,1800,1050,750
2232,2023-11-30,Cory Lucas,Northeast,Laptop,4,4800,3400,1400
2233,2024-06-28,Ronald Bradford,South,Monitor,2,600,360,240
2234,2024-08-09,Eric Johnson,Northeast,Webcam,3,240,75,165
2235,2024-05-31,Susan Riggs,Midwest,Keyboard,1,75,20,55
2236,2024-09-20,James Ramos,West,Mouse,4,160,40,120
2237,2024-07-02,Mark Walters,West,Tablet,5,3000,1750,1250
2238,2024-02-29,Victoria White,West,Monitor,5,1500,900,600
2239,2023-02-12,Stacey Fisher,Midwest,Webcam,4,320,100,220
2240,2024-03-25,Jared Quinn,West,Headphones,3,450,180,270
2241,2023-10-02,Elizabeth Adams,Northeast,Printer,5,1250,600,650
2242,2023-01-19,Richard Atkinson,Midwest,Printer,5,1250,600,650
2243,2024-08-02,Donald Williams,Midwest,Webcam,3,240,75,165
2244,2024-12-17,Scott Taylor,West,Webcam,3,240,75,165
2245,2023-04-17,Randy Sheppard,Midwest,Keyboard,4,300,80,220
2246,2024-01-12,Christina Foster,Midwest,Laptop,4,4800,3400,1400
2247,2024-02-23,Christina Clayton,South,Tablet,2,1200,700,500
2248,2024-08-16,Mark Jordan,Northeast,Monitor,3,900,540,360
2249,2024-06-23,Brian Nichols,Northeast,Monitor,4,1200,720,480
2250,2023-11-06,Rodney Thomas,West,Laptop,1,1200,850,350
2251,2024-04-15,Dorothy Mcclain,South,Tablet,1,600,350,250
2252,2024-11-30,David Rivera,Midwest,Headphones,5,750,300,450
2253,2024-09-23,Yolanda Smith,Northeast,Tablet,1,600,350,250
2254,2024-04-29,Misty Young,Northeast,Tablet,4,2400,1400,1000
2255,2024-09-19,David Dickson,South,Tablet,4,2400,1400,1000
2256,2023-09-09,Justin Taylor,West,Mouse,1,40,10,30
2257,2024-03-13,April Hopkins,Midwest,Printer,2,500,240,260
2258,2023-04-29,Charles Stokes,Northeast,Mouse,5,200,50,150
2259,2024-05-08,Michael Sims,West,Keyboard,1,75,20,55
2260,2024-05-25,Darlene Rhodes,Northeast,Mouse,5,200,50,150
2261,2024-10-02,Connor Fisher,South,Monitor,4,1200,720,480
2262,2023-09-29,Sharon Cox,South,Tablet,4,2400,1400,1000
2263,2024-12-06,Tina Rubio,Midwest,Webcam,2,160,50,110
2264,2024-04-09,Joel Rodriguez,West,Monitor,3,900,540,360
2265,2024-12-14,Courtney Nguyen,Northeast,Mouse,4,160,40,120
2266,2024-04-02,Thomas Parks,Midwest,Printer,4,1000,480,520
2267,2023-11-29,Kelsey Fuentes,South,Keyboard,1,75,20,55
2268,2023-02-21,Jaime Lopez,Northeast,Keyboard,5,375,100,275
2269,2024-05-07,Shawn Jensen,Northeast,Printer,1,250,120,130
2270,2023-10-18,Tracy Edwards,Midwest,Laptop,4,4800,3400,1400
2271,2023-05-16,Susan Abbott,Midwest,Mouse,2,80,20,60
2272,2023-03-17,Benjamin Michael,West,Headphones,1,150,60,90
2273,2024-12-26,Joshua Hodges,Northeast,Headphones,1,150,60,90
2274,2023-06-05,Maria Jones,Northeast,Keyboard,4,300,80,220
2275,2023-06-27,Shawn Wright,Northeast,Keyboard,5,375,100,275
2276,2023-07-02,Karina Mcdonald,Northeast,Monitor,5,1500,900,600
2277,2024-02-04,Lisa Peters,Northeast,Monitor,4,1200,720,480
2278,2024-07-06,Karen Williams,West,Tablet,1,600,350,250
2279,2023-12-14,April Guerra,West,Laptop,4,4800,3400,1400
2280,2023-04-11,Kimberly Hoover,West,Mouse,1,40,10,30
2281,2023-12-22,Donna Quinn,Midwest,Monitor,1,300,180,120
2282,2024-07-03,Stephen Smith MD,Northeast,Keyboard,2,150,40,110
2283,2024-07-10,Morgan Robinson,West,Keyboard,2,150,40,110
2284,2023-12-26,Anna Acosta,Northeast,Laptop,1,1200,850,350
2285,2023-02-28,Scott Holt,Midwest,Keyboard,5,375,100,275
2286,2024-03-25,Alexis Griffith,Northeast,Monitor,4,1200,720,480
2287,2024-05-19,Timothy Taylor,West,Tablet,3,1800,1050,750
2288,2024-01-21,Cassandra Gonzales,Northeast,Mouse,1,40,10,30
2289,2023-01-03,Todd Howell,South,Mouse,2,80,20,60
2290,2023-04-15,Gregory Clark,South,Keyboard,4,300,80,220
2291,2023-01-15,Marissa Pittman,Northeast,Keyboard,3,225,60,165
2292,2023-07-24,Brian White,Midwest,Headphones,3,450,180,270
2293,2023-07-30,Danielle Horton,Midwest,Keyboard,2,150,40,110
2294,2024-11-26,Melissa Young DDS,Midwest,Mouse,4,160,40,120
2295,2023-01-26,Mark Thornton,South,Monitor,2,600,360,240
2296,2024-05-31,Karen Berry,South,Keyboard,3,225,60,165
2297,2023-01-14,Cynthia Lester,Midwest,Mouse,1,40,10,30
2298,2023-10-13,Krista Garcia,Midwest,Monitor,2,600,360,240
2299,2024-04-07,Dana Jones,Northeast,Tablet,3,1800,1050,750
2300,2024-10-10,Heather Jordan,Midwest,Laptop,4,4800,3400,1400
2301,2024-11-29,Jeffrey Davis,Midwest,Webcam,5,400,125,275
2302,2023-11-25,Lisa Rodgers,Midwest,Headphones,3,450,180,270
2303,2024-06-12,Frank Griffin,Midwest,Headphones,4,600,240,360
2304,2024-09-12,John Ford,Midwest,Laptop,3,3600,2550,1050
2305,2024-10-15,Bryan Nguyen,Northeast,Headphones,1,150,60,90
2306,2023-02-02,Margaret King,West,Monitor,2,600,360,240
2307,2024-12-06,Christopher Carpenter,Midwest,Webcam,5,400,125,275
2308,2023-05-15,Brian Morris,South,Monitor,1,300,180,120
2309,2023-03-24,Megan Smith,South,Monitor,2,600,360,240
2310,2023-05-21,Patrick Johnson,Northeast,Printer,4,1000,480,520
2311,2023-02-06,Mark Moses,South,Tablet,1,600,350,250
2312,2023-05-02,Robert Lambert,South,Keyboard,5,375,100,275
2313,2023-11-05,Brandy Brown,South,Tablet,5,3000,1750,1250
2314,2024-02-09,Deanna Nolan,West,Headphones,4,600,240,360
2315,2023-10-23,Mark Clark,West,Webcam,2,160,50,110
2316,2023-04-29,Patricia Rogers,West,Headphones,5,750,300,450
2317,2024-04-19,Sharon Hernandez,Northeast,Laptop,1,1200,850,350
2318,2023-09-06,Lynn Yang,West,Tablet,5,3000,1750,1250
2319,2024-04-10,Lori Palmer,South,Laptop,1,1200,850,350
2320,2024-03-21,Jason Lopez,Northeast,Tablet,1,600,350,250
2321,2024-08-24,Carrie Martin,South,Headphones,1,150,60,90
2322,2024-07-06,Brandi Harvey,Northeast,Tablet,5,3000,1750,1250
2323,2023-06-03,Darryl Cummings,Midwest,Webcam,2,160,50,110
2324,2023-12-05,Amanda Moore,West,Tablet,1,600,350,250
2325,2024-03-15,Mary Barnett,West,Keyboard,2,150,40,110
2326,2024-05-30,Shelby Mitchell,Northeast,Laptop,4,4800,3400,1400
2327,2023-01-27,Jennifer Jones,West,Keyboard,2,150,40,110
2328,2024-04-18,William Ortiz,West,Printer,5,1250,600,650
2329,2024-06-25,Lori Singh,Northeast,Keyboard,1,75,20,55
2330,2023-02-06,Andrew Ramirez,Midwest,Headphones,1,150,60,90
2331,2023-08-26,Christopher Rich,West,Mouse,2,80,20,60
2332,2023-05-14,Deborah Ellis,Northeast,Keyboard,5,375,100,275
2333,2024-07-09,Terry Bell,West,Mouse,2,80,20,60
2334,2023-01-07,Brittney Conrad,Midwest,Printer,3,750,360,390
2335,2024-12-16,Joseph Brewer,Midwest,Mouse,2,80,20,60
2336,2024-09-12,Dillon Buck,South,Monitor,2,600,360,240
2337,2024-10-22,Seth Smith,Northeast,Printer,1,250,120,130
2338,2024-04-15,Matthew Evans,West,Printer,3,750,360,390
2339,2023-08-05,Andrew Weaver,West,Mouse,1,40,10,30
2340,2024-06-14,Kimberly Allen,Northeast,Keyboard,1,75,20,55
2341,2024-05-19,Ashley Brooks DVM,Northeast,Monitor,5,1500,900,600
2342,2024-06-30,Jason Francis,South,Tablet,1,600,350,250
2343,2023-09-27,Rachel Moore,South,Laptop,4,4800,3400,1400
2344,2023-09-19,John Martin,South,Monitor,4,1200,720,480
2345,2023-06-24,Kimberly Garcia,West,Keyboard,3,225,60,165
2346,2023-10-28,Mary Miranda,West,Mouse,1,40,10,30
2347,2024-09-03,Dean Phillips,South,Tablet,4,2400,1400,1000
2348,2024-04-17,Courtney Russell,West,Webcam,2,160,50,110
2349,2023-04-17,Julia Patterson,Northeast,Laptop,2,2400,1700,700
2350,2024-04-03,Nicole King,Northeast,Headphones,1,150,60,90
2351,2023-11-28,Ryan Bell,South,Monitor,4,1200,720,480
2352,2024-10-07,Jacob Meyer,Northeast,Printer,1,250,120,130
2353,2024-01-21,Ernest Newman,Midwest,Keyboard,4,300,80,220
2354,2023-10-25,Kenneth Fowler,West,Laptop,1,1200,850,350
2355,2024-02-28,Jonathan Medina,Northeast,Mouse,3,120,30,90
2356,2024-04-07,Aimee Oliver,Midwest,Webcam,1,80,25,55
2357,2024-09-12,Jodi Castillo,South,Printer,3,750,360,390
2358,2023-12-05,Kyle Mitchell,South,Laptop,1,1200,850,350
2359,2024-01-11,Jessica Campbell,West,Headphones,5,750,300,450
2360,2024-10-07,Andrew Pugh,South,Printer,5,1250,600,650
2361,2023-12-06,Teresa Johnson,West,Monitor,3,900,540,360
2362,2023-12-23,Brian Kelly,South,Headphones,2,300,120,180
